Datetime,DEOK_MW
2016-05-06 01:00:00,2376.0
2016-05-06 02:00:00,2297.0
2016-05-06 03:00:00,2245.0
2016-05-06 04:00:00,2245.0
2016-05-06 05:00:00,2262.0
2016-05-06 06:00:00,2387.0
2016-05-06 07:00:00,2652.0
2016-05-06 08:00:00,2785.0
2016-05-06 09:00:00,2818.0
2016-05-06 10:00:00,2842.0
2016-05-06 11:00:00,2881.0
2016-05-06 12:00:00,2881.0
2016-05-06 13:00:00,2884.0
2016-05-06 14:00:00,2874.0
2016-05-06 15:00:00,2877.0
2016-05-06 16:00:00,2863.0
2016-05-06 17:00:00,2841.0
2016-05-06 18:00:00,2819.0
2016-05-06 19:00:00,2764.0
2016-05-06 20:00:00,2727.0
2016-05-06 21:00:00,2717.0
2016-05-06 22:00:00,2758.0
2016-05-06 23:00:00,2628.0
2016-05-06 00:00:00,2502.0
