Datetime,DEOK_MW
2015-11-21 01:00:00,2535.0
2015-11-21 02:00:00,2468.0
2015-11-21 03:00:00,2415.0
2015-11-21 04:00:00,2401.0
2015-11-21 05:00:00,2424.0
2015-11-21 06:00:00,2507.0
2015-11-21 07:00:00,2653.0
2015-11-21 08:00:00,2771.0
2015-11-21 09:00:00,2843.0
2015-11-21 10:00:00,2853.0
2015-11-21 11:00:00,2834.0
2015-11-21 12:00:00,2827.0
2015-11-21 13:00:00,2771.0
2015-11-21 14:00:00,2766.0
2015-11-21 15:00:00,2784.0
2015-11-21 16:00:00,2815.0
2015-11-21 17:00:00,2920.0
2015-11-21 18:00:00,3063.0
2015-11-21 19:00:00,3084.0
2015-11-21 20:00:00,3065.0
2015-11-21 21:00:00,3018.0
2015-11-21 22:00:00,2940.0
2015-11-21 23:00:00,2819.0
2015-11-21 00:00:00,2668.0
