Datetime,DEOK_MW
2015-07-21 01:00:00,3468.0
2015-07-21 02:00:00,3231.0
2015-07-21 03:00:00,3076.0
2015-07-21 04:00:00,3008.0
2015-07-21 05:00:00,2994.0
2015-07-21 06:00:00,3133.0
2015-07-21 07:00:00,3325.0
2015-07-21 08:00:00,3454.0
2015-07-21 09:00:00,3612.0
2015-07-21 10:00:00,3832.0
2015-07-21 11:00:00,4085.0
2015-07-21 12:00:00,4272.0
2015-07-21 13:00:00,4443.0
2015-07-21 14:00:00,4577.0
2015-07-21 15:00:00,4622.0
2015-07-21 16:00:00,4673.0
2015-07-21 17:00:00,4736.0
2015-07-21 18:00:00,4706.0
2015-07-21 19:00:00,4598.0
2015-07-21 20:00:00,4421.0
2015-07-21 21:00:00,4221.0
2015-07-21 22:00:00,4093.0
2015-07-21 23:00:00,3798.0
2015-07-21 00:00:00,3774.0
