Datetime,DEOK_MW
2017-02-04 01:00:00,3276.0
2017-02-04 02:00:00,3237.0
2017-02-04 03:00:00,3237.0
2017-02-04 04:00:00,3227.0
2017-02-04 05:00:00,3261.0
2017-02-04 06:00:00,3373.0
2017-02-04 07:00:00,3493.0
2017-02-04 08:00:00,3632.0
2017-02-04 09:00:00,3683.0
2017-02-04 10:00:00,3584.0
2017-02-04 11:00:00,3489.0
2017-02-04 12:00:00,3421.0
2017-02-04 13:00:00,3309.0
2017-02-04 14:00:00,3202.0
2017-02-04 15:00:00,3098.0
2017-02-04 16:00:00,3040.0
2017-02-04 17:00:00,3095.0
2017-02-04 18:00:00,3207.0
2017-02-04 19:00:00,3351.0
2017-02-04 20:00:00,3370.0
2017-02-04 21:00:00,3337.0
2017-02-04 22:00:00,3272.0
2017-02-04 23:00:00,3130.0
2017-02-04 00:00:00,3382.0
