Datetime,DEOK_MW
2015-01-31 01:00:00,3247.0
2015-01-31 02:00:00,3210.0
2015-01-31 03:00:00,3166.0
2015-01-31 04:00:00,3187.0
2015-01-31 05:00:00,3225.0
2015-01-31 06:00:00,3305.0
2015-01-31 07:00:00,3435.0
2015-01-31 08:00:00,3558.0
2015-01-31 09:00:00,3618.0
2015-01-31 10:00:00,3562.0
2015-01-31 11:00:00,3495.0
2015-01-31 12:00:00,3367.0
2015-01-31 13:00:00,3266.0
2015-01-31 14:00:00,3176.0
2015-01-31 15:00:00,3149.0
2015-01-31 16:00:00,3134.0
2015-01-31 17:00:00,3179.0
2015-01-31 18:00:00,3282.0
2015-01-31 19:00:00,3396.0
2015-01-31 20:00:00,3362.0
2015-01-31 21:00:00,3295.0
2015-01-31 22:00:00,3203.0
2015-01-31 23:00:00,3084.0
2015-01-31 00:00:00,3351.0
