Datetime,DEOK_MW
2016-04-01 01:00:00,2277.0
2016-04-01 02:00:00,2146.0
2016-04-01 03:00:00,2077.0
2016-04-01 04:00:00,2064.0
2016-04-01 05:00:00,2095.0
2016-04-01 06:00:00,2224.0
2016-04-01 07:00:00,2472.0
2016-04-01 08:00:00,2629.0
2016-04-01 09:00:00,2649.0
2016-04-01 10:00:00,2690.0
2016-04-01 11:00:00,2731.0
2016-04-01 12:00:00,2733.0
2016-04-01 13:00:00,2722.0
2016-04-01 14:00:00,2747.0
2016-04-01 15:00:00,2730.0
2016-04-01 16:00:00,2684.0
2016-04-01 17:00:00,2633.0
2016-04-01 18:00:00,2592.0
2016-04-01 19:00:00,2529.0
2016-04-01 20:00:00,2513.0
2016-04-01 21:00:00,2648.0
2016-04-01 22:00:00,2635.0
2016-04-01 23:00:00,2520.0
2016-04-01 00:00:00,2428.0
