Datetime,DEOK_MW
2016-08-07 01:00:00,3075.0
2016-08-07 02:00:00,2860.0
2016-08-07 03:00:00,2706.0
2016-08-07 04:00:00,2590.0
2016-08-07 05:00:00,2520.0
2016-08-07 06:00:00,2479.0
2016-08-07 07:00:00,2475.0
2016-08-07 08:00:00,2511.0
2016-08-07 09:00:00,2767.0
2016-08-07 10:00:00,3070.0
2016-08-07 11:00:00,3361.0
2016-08-07 12:00:00,3606.0
2016-08-07 13:00:00,3824.0
2016-08-07 14:00:00,3966.0
2016-08-07 15:00:00,4069.0
2016-08-07 16:00:00,4199.0
2016-08-07 17:00:00,4312.0
2016-08-07 18:00:00,4352.0
2016-08-07 19:00:00,4320.0
2016-08-07 20:00:00,4211.0
2016-08-07 21:00:00,4040.0
2016-08-07 22:00:00,3952.0
2016-08-07 23:00:00,3680.0
2016-08-07 00:00:00,3323.0
