Datetime,DEOK_MW
2018-01-12 01:00:00,2504.0
2018-01-12 02:00:00,2407.0
2018-01-12 03:00:00,2348.0
2018-01-12 04:00:00,2357.0
2018-01-12 05:00:00,2393.0
2018-01-12 06:00:00,2534.0
2018-01-12 07:00:00,2831.0
2018-01-12 08:00:00,3073.0
2018-01-12 09:00:00,3197.0
2018-01-12 10:00:00,3298.0
2018-01-12 11:00:00,3379.0
2018-01-12 12:00:00,3420.0
2018-01-12 13:00:00,3459.0
2018-01-12 14:00:00,3475.0
2018-01-12 15:00:00,3511.0
2018-01-12 16:00:00,3518.0
2018-01-12 17:00:00,3628.0
2018-01-12 18:00:00,3785.0
2018-01-12 19:00:00,3841.0
2018-01-12 20:00:00,3791.0
2018-01-12 21:00:00,3758.0
2018-01-12 22:00:00,3680.0
2018-01-12 23:00:00,3583.0
2018-01-12 00:00:00,2638.0
