Datetime,DEOK_MW
2014-04-20 01:00:00,2124.0
2014-04-20 02:00:00,2028.0
2014-04-20 03:00:00,1972.0
2014-04-20 04:00:00,1940.0
2014-04-20 05:00:00,1946.0
2014-04-20 06:00:00,2000.0
2014-04-20 07:00:00,2076.0
2014-04-20 08:00:00,2177.0
2014-04-20 09:00:00,2308.0
2014-04-20 10:00:00,2405.0
2014-04-20 11:00:00,2429.0
2014-04-20 12:00:00,2431.0
2014-04-20 13:00:00,2412.0
2014-04-20 14:00:00,2407.0
2014-04-20 15:00:00,2387.0
2014-04-20 16:00:00,2379.0
2014-04-20 17:00:00,2386.0
2014-04-20 18:00:00,2406.0
2014-04-20 19:00:00,2423.0
2014-04-20 20:00:00,2437.0
2014-04-20 21:00:00,2547.0
2014-04-20 22:00:00,2591.0
2014-04-20 23:00:00,2455.0
2014-04-20 00:00:00,2273.0
