Datetime,PJME_MW
2006-08-12 01:00:00,27855.0
2006-08-12 02:00:00,26097.0
2006-08-12 03:00:00,24884.0
2006-08-12 04:00:00,24144.0
2006-08-12 05:00:00,23925.0
2006-08-12 06:00:00,24132.0
2006-08-12 07:00:00,24425.0
2006-08-12 08:00:00,25934.0
2006-08-12 09:00:00,28410.0
2006-08-12 10:00:00,30631.0
2006-08-12 11:00:00,32219.0
2006-08-12 12:00:00,33158.0
2006-08-12 13:00:00,33656.0
2006-08-12 14:00:00,34070.0
2006-08-12 15:00:00,34484.0
2006-08-12 16:00:00,35002.0
2006-08-12 17:00:00,35531.0
2006-08-12 18:00:00,35651.0
2006-08-12 19:00:00,35054.0
2006-08-12 20:00:00,33665.0
2006-08-12 21:00:00,33659.0
2006-08-12 22:00:00,32822.0
2006-08-12 23:00:00,30650.0
2006-08-12 00:00:00,30409.0
