Datetime,PJME_MW
2009-05-07 01:00:00,23567.0
2009-05-07 02:00:00,22576.0
2009-05-07 03:00:00,22045.0
2009-05-07 04:00:00,21830.0
2009-05-07 05:00:00,22299.0
2009-05-07 06:00:00,24187.0
2009-05-07 07:00:00,27518.0
2009-05-07 08:00:00,30010.0
2009-05-07 09:00:00,31145.0
2009-05-07 10:00:00,31868.0
2009-05-07 11:00:00,32541.0
2009-05-07 12:00:00,32811.0
2009-05-07 13:00:00,32819.0
2009-05-07 14:00:00,32838.0
2009-05-07 15:00:00,32618.0
2009-05-07 16:00:00,32386.0
2009-05-07 17:00:00,32231.0
2009-05-07 18:00:00,32119.0
2009-05-07 19:00:00,31497.0
2009-05-07 20:00:00,31270.0
2009-05-07 21:00:00,32537.0
2009-05-07 22:00:00,31553.0
2009-05-07 23:00:00,28846.0
2009-05-07 00:00:00,25409.0
