Datetime,PJME_MW
2014-04-06 01:00:00,25277.0
2014-04-06 02:00:00,24496.0
2014-04-06 03:00:00,24146.0
2014-04-06 04:00:00,24132.0
2014-04-06 05:00:00,24424.0
2014-04-06 06:00:00,25288.0
2014-04-06 07:00:00,26344.0
2014-04-06 08:00:00,27091.0
2014-04-06 09:00:00,27575.0
2014-04-06 10:00:00,27584.0
2014-04-06 11:00:00,27248.0
2014-04-06 12:00:00,26760.0
2014-04-06 13:00:00,26114.0
2014-04-06 14:00:00,25565.0
2014-04-06 15:00:00,25039.0
2014-04-06 16:00:00,24797.0
2014-04-06 17:00:00,25060.0
2014-04-06 18:00:00,25660.0
2014-04-06 19:00:00,26390.0
2014-04-06 20:00:00,28199.0
2014-04-06 21:00:00,29752.0
2014-04-06 22:00:00,28790.0
2014-04-06 23:00:00,27093.0
2014-04-06 00:00:00,26562.0
