Datetime,PJME_MW
2017-03-01 01:00:00,23159.0
2017-03-01 02:00:00,22324.0
2017-03-01 03:00:00,21903.0
2017-03-01 04:00:00,21851.0
2017-03-01 05:00:00,22443.0
2017-03-01 06:00:00,24432.0
2017-03-01 07:00:00,27665.0
2017-03-01 08:00:00,29226.0
2017-03-01 09:00:00,29552.0
2017-03-01 10:00:00,29748.0
2017-03-01 11:00:00,30026.0
2017-03-01 12:00:00,29769.0
2017-03-01 13:00:00,29294.0
2017-03-01 14:00:00,29359.0
2017-03-01 15:00:00,29221.0
2017-03-01 16:00:00,29344.0
2017-03-01 17:00:00,29604.0
2017-03-01 18:00:00,30485.0
2017-03-01 19:00:00,31556.0
2017-03-01 20:00:00,31119.0
2017-03-01 21:00:00,30199.0
2017-03-01 22:00:00,28547.0
2017-03-01 23:00:00,26356.0
2017-03-01 00:00:00,24597.0
