Datetime,PJME_MW
2011-11-01 01:00:00,25137.0
2011-11-01 02:00:00,24306.0
2011-11-01 03:00:00,23887.0
2011-11-01 04:00:00,23788.0
2011-11-01 05:00:00,24483.0
2011-11-01 06:00:00,26493.0
2011-11-01 07:00:00,30200.0
2011-11-01 08:00:00,32351.0
2011-11-01 09:00:00,32102.0
2011-11-01 10:00:00,31748.0
2011-11-01 11:00:00,31478.0
2011-11-01 12:00:00,31031.0
2011-11-01 13:00:00,30684.0
2011-11-01 14:00:00,30388.0
2011-11-01 15:00:00,30072.0
2011-11-01 16:00:00,29857.0
2011-11-01 17:00:00,30056.0
2011-11-01 18:00:00,30828.0
2011-11-01 19:00:00,32973.0
2011-11-01 20:00:00,33457.0
2011-11-01 21:00:00,32757.0
2011-11-01 22:00:00,31346.0
2011-11-01 23:00:00,29020.0
2011-11-01 00:00:00,26803.0
