Datetime,PJME_MW
2004-11-23 01:00:00,24797.0
2004-11-23 02:00:00,23879.0
2004-11-23 03:00:00,23324.0
2004-11-23 04:00:00,23304.0
2004-11-23 05:00:00,23802.0
2004-11-23 06:00:00,26070.0
2004-11-23 07:00:00,29890.0
2004-11-23 08:00:00,31919.0
2004-11-23 09:00:00,32523.0
2004-11-23 10:00:00,32754.0
2004-11-23 11:00:00,32850.0
2004-11-23 12:00:00,32821.0
2004-11-23 13:00:00,32597.0
2004-11-23 14:00:00,32574.0
2004-11-23 15:00:00,32416.0
2004-11-23 16:00:00,32653.0
2004-11-23 17:00:00,34067.0
2004-11-23 18:00:00,35772.0
2004-11-23 19:00:00,35455.0
2004-11-23 20:00:00,34762.0
2004-11-23 21:00:00,33918.0
2004-11-23 22:00:00,32138.0
2004-11-23 23:00:00,29509.0
2004-11-23 00:00:00,26747.0
