Datetime,PJME_MW
2006-07-04 01:00:00,34810.0
2006-07-04 02:00:00,32674.0
2006-07-04 03:00:00,31168.0
2006-07-04 04:00:00,30071.0
2006-07-04 05:00:00,29562.0
2006-07-04 06:00:00,29449.0
2006-07-04 07:00:00,29585.0
2006-07-04 08:00:00,31212.0
2006-07-04 09:00:00,33945.0
2006-07-04 10:00:00,37682.0
2006-07-04 11:00:00,41061.0
2006-07-04 12:00:00,43842.0
2006-07-04 13:00:00,45573.0
2006-07-04 14:00:00,46500.0
2006-07-04 15:00:00,46569.0
2006-07-04 16:00:00,45518.0
2006-07-04 17:00:00,44109.0
2006-07-04 18:00:00,42979.0
2006-07-04 19:00:00,41801.0
2006-07-04 20:00:00,40314.0
2006-07-04 21:00:00,39529.0
2006-07-04 22:00:00,38937.0
2006-07-04 23:00:00,37384.0
2006-07-04 00:00:00,38119.0
