Datetime,PJME_MW
2015-11-05 01:00:00,22512.0
2015-11-05 02:00:00,21736.0
2015-11-05 03:00:00,21299.0
2015-11-05 04:00:00,21232.0
2015-11-05 05:00:00,21772.0
2015-11-05 06:00:00,23716.0
2015-11-05 07:00:00,26755.0
2015-11-05 08:00:00,28343.0
2015-11-05 09:00:00,29152.0
2015-11-05 10:00:00,29601.0
2015-11-05 11:00:00,29998.0
2015-11-05 12:00:00,30182.0
2015-11-05 13:00:00,30240.0
2015-11-05 14:00:00,30369.0
2015-11-05 15:00:00,30377.0
2015-11-05 16:00:00,30360.0
2015-11-05 17:00:00,30991.0
2015-11-05 18:00:00,32679.0
2015-11-05 19:00:00,32608.0
2015-11-05 20:00:00,31818.0
2015-11-05 21:00:00,30699.0
2015-11-05 22:00:00,29017.0
2015-11-05 23:00:00,26722.0
2015-11-05 00:00:00,23931.0
