Datetime,PJME_MW
2014-02-28 01:00:00,36352.0
2014-02-28 02:00:00,36116.0
2014-02-28 03:00:00,36220.0
2014-02-28 04:00:00,36719.0
2014-02-28 05:00:00,37821.0
2014-02-28 06:00:00,40207.0
2014-02-28 07:00:00,43647.0
2014-02-28 08:00:00,44327.0
2014-02-28 09:00:00,43233.0
2014-02-28 10:00:00,41968.0
2014-02-28 11:00:00,41049.0
2014-02-28 12:00:00,40046.0
2014-02-28 13:00:00,38906.0
2014-02-28 14:00:00,37986.0
2014-02-28 15:00:00,37230.0
2014-02-28 16:00:00,36926.0
2014-02-28 17:00:00,37538.0
2014-02-28 18:00:00,39254.0
2014-02-28 19:00:00,41765.0
2014-02-28 20:00:00,41892.0
2014-02-28 21:00:00,41464.0
2014-02-28 22:00:00,40411.0
2014-02-28 23:00:00,38652.0
2014-02-28 00:00:00,37485.0
