Datetime,PJME_MW
2016-06-03 01:00:00,27490.0
2016-06-03 02:00:00,25870.0
2016-06-03 03:00:00,24930.0
2016-06-03 04:00:00,24524.0
2016-06-03 05:00:00,24876.0
2016-06-03 06:00:00,26380.0
2016-06-03 07:00:00,29056.0
2016-06-03 08:00:00,31387.0
2016-06-03 09:00:00,32611.0
2016-06-03 10:00:00,33453.0
2016-06-03 11:00:00,33992.0
2016-06-03 12:00:00,34364.0
2016-06-03 13:00:00,34563.0
2016-06-03 14:00:00,34977.0
2016-06-03 15:00:00,35159.0
2016-06-03 16:00:00,35289.0
2016-06-03 17:00:00,35423.0
2016-06-03 18:00:00,35211.0
2016-06-03 19:00:00,34545.0
2016-06-03 20:00:00,33779.0
2016-06-03 21:00:00,33731.0
2016-06-03 22:00:00,33316.0
2016-06-03 23:00:00,31247.0
2016-06-03 00:00:00,29890.0
