Datetime,PJME_MW
2015-08-14 01:00:00,27145.0
2015-08-14 02:00:00,25464.0
2015-08-14 03:00:00,24448.0
2015-08-14 04:00:00,23805.0
2015-08-14 05:00:00,23926.0
2015-08-14 06:00:00,25166.0
2015-08-14 07:00:00,26794.0
2015-08-14 08:00:00,28953.0
2015-08-14 09:00:00,31212.0
2015-08-14 10:00:00,33243.0
2015-08-14 11:00:00,35239.0
2015-08-14 12:00:00,37043.0
2015-08-14 13:00:00,38744.0
2015-08-14 14:00:00,40478.0
2015-08-14 15:00:00,42110.0
2015-08-14 16:00:00,43484.0
2015-08-14 17:00:00,44494.0
2015-08-14 18:00:00,44703.0
2015-08-14 19:00:00,43413.0
2015-08-14 20:00:00,41183.0
2015-08-14 21:00:00,40136.0
2015-08-14 22:00:00,38294.0
2015-08-14 23:00:00,35277.0
2015-08-14 00:00:00,29667.0
