Datetime,PJME_MW
2011-08-07 01:00:00,32406.0
2011-08-07 02:00:00,30840.0
2011-08-07 03:00:00,29731.0
2011-08-07 04:00:00,29020.0
2011-08-07 05:00:00,28780.0
2011-08-07 06:00:00,28914.0
2011-08-07 07:00:00,29206.0
2011-08-07 08:00:00,30535.0
2011-08-07 09:00:00,32882.0
2011-08-07 10:00:00,35763.0
2011-08-07 11:00:00,38906.0
2011-08-07 12:00:00,41711.0
2011-08-07 13:00:00,44096.0
2011-08-07 14:00:00,45759.0
2011-08-07 15:00:00,46968.0
2011-08-07 16:00:00,47645.0
2011-08-07 17:00:00,47818.0
2011-08-07 18:00:00,47559.0
2011-08-07 19:00:00,46882.0
2011-08-07 20:00:00,45930.0
2011-08-07 21:00:00,45952.0
2011-08-07 22:00:00,44497.0
2011-08-07 23:00:00,41590.0
2011-08-07 00:00:00,34612.0
