Datetime,PJME_MW
2017-09-17 01:00:00,26823.0
2017-09-17 02:00:00,25304.0
2017-09-17 03:00:00,24243.0
2017-09-17 04:00:00,23625.0
2017-09-17 05:00:00,23330.0
2017-09-17 06:00:00,23547.0
2017-09-17 07:00:00,24097.0
2017-09-17 08:00:00,24861.0
2017-09-17 09:00:00,26634.0
2017-09-17 10:00:00,28377.0
2017-09-17 11:00:00,29828.0
2017-09-17 12:00:00,30973.0
2017-09-17 13:00:00,32298.0
2017-09-17 14:00:00,33553.0
2017-09-17 15:00:00,34761.0
2017-09-17 16:00:00,35767.0
2017-09-17 17:00:00,36678.0
2017-09-17 18:00:00,37055.0
2017-09-17 19:00:00,36480.0
2017-09-17 20:00:00,36489.0
2017-09-17 21:00:00,35726.0
2017-09-17 22:00:00,33611.0
2017-09-17 23:00:00,30853.0
2017-09-17 00:00:00,28901.0
