Datetime,PJME_MW
2015-11-25 01:00:00,27206.0
2015-11-25 02:00:00,26576.0
2015-11-25 03:00:00,26302.0
2015-11-25 04:00:00,26517.0
2015-11-25 05:00:00,27448.0
2015-11-25 06:00:00,29591.0
2015-11-25 07:00:00,32778.0
2015-11-25 08:00:00,34154.0
2015-11-25 09:00:00,33853.0
2015-11-25 10:00:00,32829.0
2015-11-25 11:00:00,31973.0
2015-11-25 12:00:00,31270.0
2015-11-25 13:00:00,30514.0
2015-11-25 14:00:00,30151.0
2015-11-25 15:00:00,29844.0
2015-11-25 16:00:00,29887.0
2015-11-25 17:00:00,31088.0
2015-11-25 18:00:00,33463.0
2015-11-25 19:00:00,33328.0
2015-11-25 20:00:00,32768.0
2015-11-25 21:00:00,31992.0
2015-11-25 22:00:00,30717.0
2015-11-25 23:00:00,28878.0
2015-11-25 00:00:00,28549.0
