Datetime,PJME_MW
2003-10-29 01:00:00,24005.0
2003-10-29 02:00:00,23092.0
2003-10-29 03:00:00,22591.0
2003-10-29 04:00:00,22537.0
2003-10-29 05:00:00,23106.0
2003-10-29 06:00:00,25161.0
2003-10-29 07:00:00,29232.0
2003-10-29 08:00:00,31467.0
2003-10-29 09:00:00,31967.0
2003-10-29 10:00:00,32208.0
2003-10-29 11:00:00,32481.0
2003-10-29 12:00:00,32264.0
2003-10-29 13:00:00,32017.0
2003-10-29 14:00:00,31930.0
2003-10-29 15:00:00,31694.0
2003-10-29 16:00:00,31627.0
2003-10-29 17:00:00,32369.0
2003-10-29 18:00:00,34451.0
2003-10-29 19:00:00,34850.0
2003-10-29 20:00:00,34148.0
2003-10-29 21:00:00,33243.0
2003-10-29 22:00:00,31581.0
2003-10-29 23:00:00,29058.0
2003-10-29 00:00:00,25752.0
