Datetime,PJME_MW
2017-09-28 01:00:00,30357.0
2017-09-28 02:00:00,28675.0
2017-09-28 03:00:00,27760.0
2017-09-28 04:00:00,27254.0
2017-09-28 05:00:00,27464.0
2017-09-28 06:00:00,29048.0
2017-09-28 07:00:00,31998.0
2017-09-28 08:00:00,33124.0
2017-09-28 09:00:00,33568.0
2017-09-28 10:00:00,34010.0
2017-09-28 11:00:00,34564.0
2017-09-28 12:00:00,34858.0
2017-09-28 13:00:00,35155.0
2017-09-28 14:00:00,35498.0
2017-09-28 15:00:00,35902.0
2017-09-28 16:00:00,36223.0
2017-09-28 17:00:00,36441.0
2017-09-28 18:00:00,35806.0
2017-09-28 19:00:00,34126.0
2017-09-28 20:00:00,34080.0
2017-09-28 21:00:00,32883.0
2017-09-28 22:00:00,30646.0
2017-09-28 23:00:00,27943.0
2017-09-28 00:00:00,33054.0
