Datetime,PJME_MW
2004-06-07 01:00:00,22933.0
2004-06-07 02:00:00,21914.0
2004-06-07 03:00:00,21467.0
2004-06-07 04:00:00,21369.0
2004-06-07 05:00:00,21800.0
2004-06-07 06:00:00,23436.0
2004-06-07 07:00:00,26344.0
2004-06-07 08:00:00,29310.0
2004-06-07 09:00:00,31119.0
2004-06-07 10:00:00,32554.0
2004-06-07 11:00:00,33842.0
2004-06-07 12:00:00,34878.0
2004-06-07 13:00:00,35622.0
2004-06-07 14:00:00,36496.0
2004-06-07 15:00:00,37137.0
2004-06-07 16:00:00,37851.0
2004-06-07 17:00:00,38356.0
2004-06-07 18:00:00,38398.0
2004-06-07 19:00:00,37692.0
2004-06-07 20:00:00,36732.0
2004-06-07 21:00:00,36669.0
2004-06-07 22:00:00,36674.0
2004-06-07 23:00:00,33561.0
2004-06-07 00:00:00,24743.0
