Datetime,PJME_MW
2012-06-05 01:00:00,23485.0
2012-06-05 02:00:00,22356.0
2012-06-05 03:00:00,21746.0
2012-06-05 04:00:00,21551.0
2012-06-05 05:00:00,21926.0
2012-06-05 06:00:00,23304.0
2012-06-05 07:00:00,25917.0
2012-06-05 08:00:00,28157.0
2012-06-05 09:00:00,29203.0
2012-06-05 10:00:00,29967.0
2012-06-05 11:00:00,30726.0
2012-06-05 12:00:00,31191.0
2012-06-05 13:00:00,31319.0
2012-06-05 14:00:00,31433.0
2012-06-05 15:00:00,31301.0
2012-06-05 16:00:00,31233.0
2012-06-05 17:00:00,31231.0
2012-06-05 18:00:00,31145.0
2012-06-05 19:00:00,30467.0
2012-06-05 20:00:00,30165.0
2012-06-05 21:00:00,30565.0
2012-06-05 22:00:00,30293.0
2012-06-05 23:00:00,27816.0
2012-06-05 00:00:00,25335.0
