Datetime,PJME_MW
2009-03-20 01:00:00,25894.0
2009-03-20 02:00:00,25000.0
2009-03-20 03:00:00,24569.0
2009-03-20 04:00:00,24605.0
2009-03-20 05:00:00,25326.0
2009-03-20 06:00:00,27615.0
2009-03-20 07:00:00,31731.0
2009-03-20 08:00:00,34162.0
2009-03-20 09:00:00,34255.0
2009-03-20 10:00:00,34002.0
2009-03-20 11:00:00,33865.0
2009-03-20 12:00:00,33490.0
2009-03-20 13:00:00,33129.0
2009-03-20 14:00:00,32844.0
2009-03-20 15:00:00,32379.0
2009-03-20 16:00:00,31964.0
2009-03-20 17:00:00,31839.0
2009-03-20 18:00:00,31791.0
2009-03-20 19:00:00,31779.0
2009-03-20 20:00:00,33350.0
2009-03-20 21:00:00,33971.0
2009-03-20 22:00:00,33041.0
2009-03-20 23:00:00,31444.0
2009-03-20 00:00:00,27753.0
