Datetime,PJME_MW
2010-08-13 01:00:00,31730.0
2010-08-13 02:00:00,30014.0
2010-08-13 03:00:00,28923.0
2010-08-13 04:00:00,28411.0
2010-08-13 05:00:00,28577.0
2010-08-13 06:00:00,29973.0
2010-08-13 07:00:00,32115.0
2010-08-13 08:00:00,34165.0
2010-08-13 09:00:00,35756.0
2010-08-13 10:00:00,37210.0
2010-08-13 11:00:00,38417.0
2010-08-13 12:00:00,39547.0
2010-08-13 13:00:00,40180.0
2010-08-13 14:00:00,40857.0
2010-08-13 15:00:00,41001.0
2010-08-13 16:00:00,40977.0
2010-08-13 17:00:00,40646.0
2010-08-13 18:00:00,39959.0
2010-08-13 19:00:00,38256.0
2010-08-13 20:00:00,36801.0
2010-08-13 21:00:00,36842.0
2010-08-13 22:00:00,35717.0
2010-08-13 23:00:00,33397.0
2010-08-13 00:00:00,34229.0
