Datetime,PJME_MW
2012-09-04 01:00:00,28961.0
2012-09-04 02:00:00,27655.0
2012-09-04 03:00:00,26833.0
2012-09-04 04:00:00,26579.0
2012-09-04 05:00:00,27001.0
2012-09-04 06:00:00,29027.0
2012-09-04 07:00:00,32608.0
2012-09-04 08:00:00,34975.0
2012-09-04 09:00:00,36776.0
2012-09-04 10:00:00,38625.0
2012-09-04 11:00:00,40364.0
2012-09-04 12:00:00,41733.0
2012-09-04 13:00:00,43037.0
2012-09-04 14:00:00,44145.0
2012-09-04 15:00:00,44699.0
2012-09-04 16:00:00,45072.0
2012-09-04 17:00:00,45034.0
2012-09-04 18:00:00,44582.0
2012-09-04 19:00:00,43636.0
2012-09-04 20:00:00,43807.0
2012-09-04 21:00:00,43813.0
2012-09-04 22:00:00,41748.0
2012-09-04 23:00:00,38600.0
2012-09-04 00:00:00,31048.0
