Datetime,PJME_MW
2007-08-02 01:00:00,36045.0
2007-08-02 02:00:00,33688.0
2007-08-02 03:00:00,32055.0
2007-08-02 04:00:00,31099.0
2007-08-02 05:00:00,30994.0
2007-08-02 06:00:00,32292.0
2007-08-02 07:00:00,34443.0
2007-08-02 08:00:00,37815.0
2007-08-02 09:00:00,41260.0
2007-08-02 10:00:00,44478.0
2007-08-02 11:00:00,47964.0
2007-08-02 12:00:00,50700.0
2007-08-02 13:00:00,52765.0
2007-08-02 14:00:00,54600.0
2007-08-02 15:00:00,55847.0
2007-08-02 16:00:00,56631.0
2007-08-02 17:00:00,56947.0
2007-08-02 18:00:00,56557.0
2007-08-02 19:00:00,55096.0
2007-08-02 20:00:00,52881.0
2007-08-02 21:00:00,51735.0
2007-08-02 22:00:00,49974.0
2007-08-02 23:00:00,45842.0
2007-08-02 00:00:00,39406.0
