Datetime,PJME_MW
2003-02-08 01:00:00,29993.0
2003-02-08 02:00:00,29280.0
2003-02-08 03:00:00,28992.0
2003-02-08 04:00:00,28999.0
2003-02-08 05:00:00,29295.0
2003-02-08 06:00:00,30233.0
2003-02-08 07:00:00,31805.0
2003-02-08 08:00:00,33187.0
2003-02-08 09:00:00,34364.0
2003-02-08 10:00:00,34916.0
2003-02-08 11:00:00,34815.0
2003-02-08 12:00:00,34198.0
2003-02-08 13:00:00,33332.0
2003-02-08 14:00:00,32461.0
2003-02-08 15:00:00,31773.0
2003-02-08 16:00:00,31460.0
2003-02-08 17:00:00,32196.0
2003-02-08 18:00:00,34488.0
2003-02-08 19:00:00,36800.0
2003-02-08 20:00:00,36678.0
2003-02-08 21:00:00,36339.0
2003-02-08 22:00:00,35550.0
2003-02-08 23:00:00,34266.0
2003-02-08 00:00:00,31702.0
