Datetime,PJME_MW
2007-06-06 01:00:00,27521.0
2007-06-06 02:00:00,25875.0
2007-06-06 03:00:00,24963.0
2007-06-06 04:00:00,24508.0
2007-06-06 05:00:00,24745.0
2007-06-06 06:00:00,26165.0
2007-06-06 07:00:00,28917.0
2007-06-06 08:00:00,31392.0
2007-06-06 09:00:00,32714.0
2007-06-06 10:00:00,33653.0
2007-06-06 11:00:00,34604.0
2007-06-06 12:00:00,35197.0
2007-06-06 13:00:00,35448.0
2007-06-06 14:00:00,35889.0
2007-06-06 15:00:00,36025.0
2007-06-06 16:00:00,36075.0
2007-06-06 17:00:00,36159.0
2007-06-06 18:00:00,35806.0
2007-06-06 19:00:00,34769.0
2007-06-06 20:00:00,33767.0
2007-06-06 21:00:00,33793.0
2007-06-06 22:00:00,33752.0
2007-06-06 23:00:00,30841.0
2007-06-06 00:00:00,30144.0
