Datetime,PJME_MW
2010-12-22 01:00:00,31530.0
2010-12-22 02:00:00,30375.0
2010-12-22 03:00:00,29878.0
2010-12-22 04:00:00,29901.0
2010-12-22 05:00:00,30675.0
2010-12-22 06:00:00,32897.0
2010-12-22 07:00:00,36666.0
2010-12-22 08:00:00,38701.0
2010-12-22 09:00:00,38579.0
2010-12-22 10:00:00,38404.0
2010-12-22 11:00:00,38113.0
2010-12-22 12:00:00,37526.0
2010-12-22 13:00:00,36592.0
2010-12-22 14:00:00,35917.0
2010-12-22 15:00:00,35476.0
2010-12-22 16:00:00,35680.0
2010-12-22 17:00:00,37608.0
2010-12-22 18:00:00,41128.0
2010-12-22 19:00:00,41372.0
2010-12-22 20:00:00,40987.0
2010-12-22 21:00:00,40429.0
2010-12-22 22:00:00,38977.0
2010-12-22 23:00:00,36538.0
2010-12-22 00:00:00,33845.0
