Datetime,PJME_MW
2002-05-17 01:00:00,24262.0
2002-05-17 02:00:00,22917.0
2002-05-17 03:00:00,22216.0
2002-05-17 04:00:00,21913.0
2002-05-17 05:00:00,22122.0
2002-05-17 06:00:00,23803.0
2002-05-17 07:00:00,26921.0
2002-05-17 08:00:00,29912.0
2002-05-17 09:00:00,31391.0
2002-05-17 10:00:00,32438.0
2002-05-17 11:00:00,33477.0
2002-05-17 12:00:00,34055.0
2002-05-17 13:00:00,34191.0
2002-05-17 14:00:00,34518.0
2002-05-17 15:00:00,34584.0
2002-05-17 16:00:00,34383.0
2002-05-17 17:00:00,34012.0
2002-05-17 18:00:00,33307.0
2002-05-17 19:00:00,32485.0
2002-05-17 20:00:00,31804.0
2002-05-17 21:00:00,32026.0
2002-05-17 22:00:00,31079.0
2002-05-17 23:00:00,28634.0
2002-05-17 00:00:00,26507.0
