Datetime,PJME_MW
2016-03-24 01:00:00,22526.0
2016-03-24 02:00:00,21748.0
2016-03-24 03:00:00,21369.0
2016-03-24 04:00:00,21395.0
2016-03-24 05:00:00,22052.0
2016-03-24 06:00:00,23930.0
2016-03-24 07:00:00,27180.0
2016-03-24 08:00:00,29004.0
2016-03-24 09:00:00,28983.0
2016-03-24 10:00:00,28665.0
2016-03-24 11:00:00,28386.0
2016-03-24 12:00:00,28081.0
2016-03-24 13:00:00,27848.0
2016-03-24 14:00:00,27776.0
2016-03-24 15:00:00,27614.0
2016-03-24 16:00:00,27479.0
2016-03-24 17:00:00,27628.0
2016-03-24 18:00:00,27768.0
2016-03-24 19:00:00,27822.0
2016-03-24 20:00:00,28819.0
2016-03-24 21:00:00,29234.0
2016-03-24 22:00:00,27998.0
2016-03-24 23:00:00,25954.0
2016-03-24 00:00:00,24101.0
