Datetime,PJME_MW
2002-03-14 01:00:00,24771.0
2002-03-14 02:00:00,23887.0
2002-03-14 03:00:00,23367.0
2002-03-14 04:00:00,23362.0
2002-03-14 05:00:00,23814.0
2002-03-14 06:00:00,26034.0
2002-03-14 07:00:00,29409.0
2002-03-14 08:00:00,31288.0
2002-03-14 09:00:00,31359.0
2002-03-14 10:00:00,31178.0
2002-03-14 11:00:00,31232.0
2002-03-14 12:00:00,30880.0
2002-03-14 13:00:00,30682.0
2002-03-14 14:00:00,30530.0
2002-03-14 15:00:00,30189.0
2002-03-14 16:00:00,29779.0
2002-03-14 17:00:00,29647.0
2002-03-14 18:00:00,29796.0
2002-03-14 19:00:00,31738.0
2002-03-14 20:00:00,32263.0
2002-03-14 21:00:00,31631.0
2002-03-14 22:00:00,29864.0
2002-03-14 23:00:00,27378.0
2002-03-14 00:00:00,26515.0
