Datetime,PJME_MW
2011-05-22 01:00:00,24005.0
2011-05-22 02:00:00,22617.0
2011-05-22 03:00:00,21696.0
2011-05-22 04:00:00,21118.0
2011-05-22 05:00:00,20945.0
2011-05-22 06:00:00,21019.0
2011-05-22 07:00:00,21177.0
2011-05-22 08:00:00,22465.0
2011-05-22 09:00:00,24417.0
2011-05-22 10:00:00,26123.0
2011-05-22 11:00:00,27217.0
2011-05-22 12:00:00,27997.0
2011-05-22 13:00:00,28324.0
2011-05-22 14:00:00,28267.0
2011-05-22 15:00:00,28030.0
2011-05-22 16:00:00,27910.0
2011-05-22 17:00:00,28199.0
2011-05-22 18:00:00,28572.0
2011-05-22 19:00:00,28740.0
2011-05-22 20:00:00,28942.0
2011-05-22 21:00:00,29928.0
2011-05-22 22:00:00,29269.0
2011-05-22 23:00:00,27288.0
2011-05-22 00:00:00,25961.0
