Datetime,PJME_MW
2012-01-23 01:00:00,29809.0
2012-01-23 02:00:00,28838.0
2012-01-23 03:00:00,28563.0
2012-01-23 04:00:00,28525.0
2012-01-23 05:00:00,29305.0
2012-01-23 06:00:00,31404.0
2012-01-23 07:00:00,34941.0
2012-01-23 08:00:00,37090.0
2012-01-23 09:00:00,37282.0
2012-01-23 10:00:00,37486.0
2012-01-23 11:00:00,37504.0
2012-01-23 12:00:00,37331.0
2012-01-23 13:00:00,36974.0
2012-01-23 14:00:00,36711.0
2012-01-23 15:00:00,36466.0
2012-01-23 16:00:00,36526.0
2012-01-23 17:00:00,37293.0
2012-01-23 18:00:00,39076.0
2012-01-23 19:00:00,38800.0
2012-01-23 20:00:00,37906.0
2012-01-23 21:00:00,36586.0
2012-01-23 22:00:00,34475.0
2012-01-23 23:00:00,31676.0
2012-01-23 00:00:00,31536.0
