Datetime,PJME_MW
2007-01-30 01:00:00,33496.0
2007-01-30 02:00:00,32726.0
2007-01-30 03:00:00,32492.0
2007-01-30 04:00:00,32548.0
2007-01-30 05:00:00,33374.0
2007-01-30 06:00:00,35787.0
2007-01-30 07:00:00,39998.0
2007-01-30 08:00:00,41697.0
2007-01-30 09:00:00,40911.0
2007-01-30 10:00:00,39869.0
2007-01-30 11:00:00,39074.0
2007-01-30 12:00:00,38364.0
2007-01-30 13:00:00,37665.0
2007-01-30 14:00:00,37316.0
2007-01-30 15:00:00,36957.0
2007-01-30 16:00:00,36916.0
2007-01-30 17:00:00,38093.0
2007-01-30 18:00:00,40539.0
2007-01-30 19:00:00,41575.0
2007-01-30 20:00:00,41205.0
2007-01-30 21:00:00,40273.0
2007-01-30 22:00:00,38701.0
2007-01-30 23:00:00,36104.0
2007-01-30 00:00:00,35253.0
