Datetime,PJME_MW
2012-08-01 01:00:00,31723.0
2012-08-01 02:00:00,29756.0
2012-08-01 03:00:00,28540.0
2012-08-01 04:00:00,27975.0
2012-08-01 05:00:00,28164.0
2012-08-01 06:00:00,29600.0
2012-08-01 07:00:00,31796.0
2012-08-01 08:00:00,34270.0
2012-08-01 09:00:00,36258.0
2012-08-01 10:00:00,38121.0
2012-08-01 11:00:00,39949.0
2012-08-01 12:00:00,41577.0
2012-08-01 13:00:00,42745.0
2012-08-01 14:00:00,43430.0
2012-08-01 15:00:00,44000.0
2012-08-01 16:00:00,44271.0
2012-08-01 17:00:00,44438.0
2012-08-01 18:00:00,44054.0
2012-08-01 19:00:00,43020.0
2012-08-01 20:00:00,41644.0
2012-08-01 21:00:00,41277.0
2012-08-01 22:00:00,40151.0
2012-08-01 23:00:00,37122.0
2012-08-01 00:00:00,34435.0
