Datetime,PJME_MW
2016-12-17 01:00:00,33086.0
2016-12-17 02:00:00,31858.0
2016-12-17 03:00:00,31133.0
2016-12-17 04:00:00,30887.0
2016-12-17 05:00:00,31137.0
2016-12-17 06:00:00,31885.0
2016-12-17 07:00:00,33093.0
2016-12-17 08:00:00,34392.0
2016-12-17 09:00:00,35854.0
2016-12-17 10:00:00,37121.0
2016-12-17 11:00:00,37760.0
2016-12-17 12:00:00,37743.0
2016-12-17 13:00:00,37096.0
2016-12-17 14:00:00,36039.0
2016-12-17 15:00:00,35175.0
2016-12-17 16:00:00,34861.0
2016-12-17 17:00:00,35912.0
2016-12-17 18:00:00,37555.0
2016-12-17 19:00:00,37092.0
2016-12-17 20:00:00,36404.0
2016-12-17 21:00:00,35567.0
2016-12-17 22:00:00,34377.0
2016-12-17 23:00:00,32597.0
2016-12-17 00:00:00,35054.0
