Datetime,PJME_MW
2013-09-25 01:00:00,22544.0
2013-09-25 02:00:00,21554.0
2013-09-25 03:00:00,21070.0
2013-09-25 04:00:00,20879.0
2013-09-25 05:00:00,21499.0
2013-09-25 06:00:00,23335.0
2013-09-25 07:00:00,26765.0
2013-09-25 08:00:00,28261.0
2013-09-25 09:00:00,28667.0
2013-09-25 10:00:00,29086.0
2013-09-25 11:00:00,29584.0
2013-09-25 12:00:00,29869.0
2013-09-25 13:00:00,30074.0
2013-09-25 14:00:00,30382.0
2013-09-25 15:00:00,30585.0
2013-09-25 16:00:00,30686.0
2013-09-25 17:00:00,30939.0
2013-09-25 18:00:00,31057.0
2013-09-25 19:00:00,30825.0
2013-09-25 20:00:00,31977.0
2013-09-25 21:00:00,31344.0
2013-09-25 22:00:00,29364.0
2013-09-25 23:00:00,26797.0
2013-09-25 00:00:00,24285.0
