Datetime,PJME_MW
2005-07-31 01:00:00,31533.0
2005-07-31 02:00:00,29502.0
2005-07-31 03:00:00,28043.0
2005-07-31 04:00:00,27108.0
2005-07-31 05:00:00,26622.0
2005-07-31 06:00:00,26484.0
2005-07-31 07:00:00,26387.0
2005-07-31 08:00:00,27759.0
2005-07-31 09:00:00,30198.0
2005-07-31 10:00:00,33080.0
2005-07-31 11:00:00,35583.0
2005-07-31 12:00:00,37573.0
2005-07-31 13:00:00,39106.0
2005-07-31 14:00:00,40038.0
2005-07-31 15:00:00,40726.0
2005-07-31 16:00:00,41249.0
2005-07-31 17:00:00,41476.0
2005-07-31 18:00:00,41382.0
2005-07-31 19:00:00,40798.0
2005-07-31 20:00:00,39769.0
2005-07-31 21:00:00,39855.0
2005-07-31 22:00:00,39499.0
2005-07-31 23:00:00,37008.0
2005-07-31 00:00:00,34251.0
