Datetime,AEP_MW
2005-03-28 01:00:00,12685.0
2005-03-28 02:00:00,12453.0
2005-03-28 03:00:00,12273.0
2005-03-28 04:00:00,12296.0
2005-03-28 05:00:00,12795.0
2005-03-28 06:00:00,13624.0
2005-03-28 07:00:00,14990.0
2005-03-28 08:00:00,15755.0
2005-03-28 09:00:00,15999.0
2005-03-28 10:00:00,16230.0
2005-03-28 11:00:00,16378.0
2005-03-28 12:00:00,16262.0
2005-03-28 13:00:00,16098.0
2005-03-28 14:00:00,16041.0
2005-03-28 15:00:00,15830.0
2005-03-28 16:00:00,15714.0
2005-03-28 17:00:00,15615.0
2005-03-28 18:00:00,15917.0
2005-03-28 19:00:00,16199.0
2005-03-28 20:00:00,16699.0
2005-03-28 21:00:00,16640.0
2005-03-28 22:00:00,16149.0
2005-03-28 23:00:00,15304.0
2005-03-28 00:00:00,13125.0
