Datetime,AEP_MW
2005-10-25 01:00:00,14057.0
2005-10-25 02:00:00,13578.0
2005-10-25 03:00:00,13387.0
2005-10-25 04:00:00,13289.0
2005-10-25 05:00:00,13516.0
2005-10-25 06:00:00,14367.0
2005-10-25 07:00:00,15915.0
2005-10-25 08:00:00,17080.0
2005-10-25 09:00:00,17197.0
2005-10-25 10:00:00,17098.0
2005-10-25 11:00:00,17200.0
2005-10-25 12:00:00,17023.0
2005-10-25 13:00:00,16945.0
2005-10-25 14:00:00,16871.0
2005-10-25 15:00:00,16756.0
2005-10-25 16:00:00,16605.0
2005-10-25 17:00:00,16707.0
2005-10-25 18:00:00,16785.0
2005-10-25 19:00:00,17221.0
2005-10-25 20:00:00,17746.0
2005-10-25 21:00:00,17492.0
2005-10-25 22:00:00,17068.0
2005-10-25 23:00:00,16222.0
2005-10-25 00:00:00,14973.0
