Datetime,AEP_MW
2005-09-26 01:00:00,13436.0
2005-09-26 02:00:00,12969.0
2005-09-26 03:00:00,12724.0
2005-09-26 04:00:00,12580.0
2005-09-26 05:00:00,12740.0
2005-09-26 06:00:00,13350.0
2005-09-26 07:00:00,14836.0
2005-09-26 08:00:00,15955.0
2005-09-26 09:00:00,16457.0
2005-09-26 10:00:00,16714.0
2005-09-26 11:00:00,16998.0
2005-09-26 12:00:00,17168.0
2005-09-26 13:00:00,17127.0
2005-09-26 14:00:00,17129.0
2005-09-26 15:00:00,16936.0
2005-09-26 16:00:00,16892.0
2005-09-26 17:00:00,16935.0
2005-09-26 18:00:00,16821.0
2005-09-26 19:00:00,16669.0
2005-09-26 20:00:00,16856.0
2005-09-26 21:00:00,17135.0
2005-09-26 22:00:00,16512.0
2005-09-26 23:00:00,15289.0
2005-09-26 00:00:00,14239.0
