Datetime,PJMW_MW
2015-09-28 01:00:00,4158.0
2015-09-28 02:00:00,4020.0
2015-09-28 03:00:00,4007.0
2015-09-28 04:00:00,3970.0
2015-09-28 05:00:00,4116.0
2015-09-28 06:00:00,4367.0
2015-09-28 07:00:00,4826.0
2015-09-28 08:00:00,5119.0
2015-09-28 09:00:00,5195.0
2015-09-28 10:00:00,5341.0
2015-09-28 11:00:00,5429.0
2015-09-28 12:00:00,5479.0
2015-09-28 13:00:00,5598.0
2015-09-28 14:00:00,5686.0
2015-09-28 15:00:00,5764.0
2015-09-28 16:00:00,5786.0
2015-09-28 17:00:00,5831.0
2015-09-28 18:00:00,5869.0
2015-09-28 19:00:00,5896.0
2015-09-28 20:00:00,6072.0
2015-09-28 21:00:00,5973.0
2015-09-28 22:00:00,5716.0
2015-09-28 23:00:00,5316.0
2015-09-28 00:00:00,4354.0
