Datetime,PJMW_MW
2017-12-16 01:00:00,6417.0
2017-12-16 02:00:00,6290.0
2017-12-16 03:00:00,6164.0
2017-12-16 04:00:00,6157.0
2017-12-16 05:00:00,6194.0
2017-12-16 06:00:00,6288.0
2017-12-16 07:00:00,6513.0
2017-12-16 08:00:00,6701.0
2017-12-16 09:00:00,6767.0
2017-12-16 10:00:00,6720.0
2017-12-16 11:00:00,6593.0
2017-12-16 12:00:00,6353.0
2017-12-16 13:00:00,6189.0
2017-12-16 14:00:00,6060.0
2017-12-16 15:00:00,5956.0
2017-12-16 16:00:00,5863.0
2017-12-16 17:00:00,6058.0
2017-12-16 18:00:00,6471.0
2017-12-16 19:00:00,6651.0
2017-12-16 20:00:00,6632.0
2017-12-16 21:00:00,6632.0
2017-12-16 22:00:00,6531.0
2017-12-16 23:00:00,6325.0
2017-12-16 00:00:00,6715.0
