Datetime,PJMW_MW
2005-05-12 01:00:00,5036.0
2005-05-12 02:00:00,4866.0
2005-05-12 03:00:00,4742.0
2005-05-12 04:00:00,4614.0
2005-05-12 05:00:00,4684.0
2005-05-12 06:00:00,5007.0
2005-05-12 07:00:00,5510.0
2005-05-12 08:00:00,5775.0
2005-05-12 09:00:00,5866.0
2005-05-12 10:00:00,5931.0
2005-05-12 11:00:00,5958.0
2005-05-12 12:00:00,5977.0
2005-05-12 13:00:00,6007.0
2005-05-12 14:00:00,5973.0
2005-05-12 15:00:00,5923.0
2005-05-12 16:00:00,5932.0
2005-05-12 17:00:00,5962.0
2005-05-12 18:00:00,5859.0
2005-05-12 19:00:00,5795.0
2005-05-12 20:00:00,5838.0
2005-05-12 21:00:00,6037.0
2005-05-12 22:00:00,5934.0
2005-05-12 23:00:00,5481.0
2005-05-12 00:00:00,5419.0
