Datetime,PJMW_MW
2015-12-04 01:00:00,5276.0
2015-12-04 02:00:00,5144.0
2015-12-04 03:00:00,5091.0
2015-12-04 04:00:00,5123.0
2015-12-04 05:00:00,5253.0
2015-12-04 06:00:00,5575.0
2015-12-04 07:00:00,6075.0
2015-12-04 08:00:00,6375.0
2015-12-04 09:00:00,6274.0
2015-12-04 10:00:00,6049.0
2015-12-04 11:00:00,5909.0
2015-12-04 12:00:00,5781.0
2015-12-04 13:00:00,5599.0
2015-12-04 14:00:00,5467.0
2015-12-04 15:00:00,5369.0
2015-12-04 16:00:00,5342.0
2015-12-04 17:00:00,5487.0
2015-12-04 18:00:00,5921.0
2015-12-04 19:00:00,6060.0
2015-12-04 20:00:00,6071.0
2015-12-04 21:00:00,6045.0
2015-12-04 22:00:00,5917.0
2015-12-04 23:00:00,5705.0
2015-12-04 00:00:00,5465.0
