Datetime,PJMW_MW
2002-08-27 01:00:00,5029.0
2002-08-27 02:00:00,4808.0
2002-08-27 03:00:00,4650.0
2002-08-27 04:00:00,4594.0
2002-08-27 05:00:00,4628.0
2002-08-27 06:00:00,4860.0
2002-08-27 07:00:00,5313.0
2002-08-27 08:00:00,5527.0
2002-08-27 09:00:00,5687.0
2002-08-27 10:00:00,5923.0
2002-08-27 11:00:00,6165.0
2002-08-27 12:00:00,6411.0
2002-08-27 13:00:00,6621.0
2002-08-27 14:00:00,6829.0
2002-08-27 15:00:00,6790.0
2002-08-27 16:00:00,6844.0
2002-08-27 17:00:00,6917.0
2002-08-27 18:00:00,6813.0
2002-08-27 19:00:00,6695.0
2002-08-27 20:00:00,6590.0
2002-08-27 21:00:00,6811.0
2002-08-27 22:00:00,6533.0
2002-08-27 23:00:00,5986.0
2002-08-27 00:00:00,5411.0
