Datetime,PJMW_MW
2009-01-17 01:00:00,7414.0
2009-01-17 02:00:00,7356.0
2009-01-17 03:00:00,7339.0
2009-01-17 04:00:00,7393.0
2009-01-17 05:00:00,7415.0
2009-01-17 06:00:00,7612.0
2009-01-17 07:00:00,7852.0
2009-01-17 08:00:00,8048.0
2009-01-17 09:00:00,8094.0
2009-01-17 10:00:00,8057.0
2009-01-17 11:00:00,7931.0
2009-01-17 12:00:00,7758.0
2009-01-17 13:00:00,7664.0
2009-01-17 14:00:00,7517.0
2009-01-17 15:00:00,7435.0
2009-01-17 16:00:00,7407.0
2009-01-17 17:00:00,7502.0
2009-01-17 18:00:00,7706.0
2009-01-17 19:00:00,7716.0
2009-01-17 20:00:00,7611.0
2009-01-17 21:00:00,7450.0
2009-01-17 22:00:00,7195.0
2009-01-17 23:00:00,6856.0
2009-01-17 00:00:00,7643.0
