Datetime,PJMW_MW
2016-03-17 01:00:00,4325.0
2016-03-17 02:00:00,4211.0
2016-03-17 03:00:00,4141.0
2016-03-17 04:00:00,4150.0
2016-03-17 05:00:00,4373.0
2016-03-17 06:00:00,4633.0
2016-03-17 07:00:00,5168.0
2016-03-17 08:00:00,5518.0
2016-03-17 09:00:00,5439.0
2016-03-17 10:00:00,5392.0
2016-03-17 11:00:00,5351.0
2016-03-17 12:00:00,5237.0
2016-03-17 13:00:00,5201.0
2016-03-17 14:00:00,5190.0
2016-03-17 15:00:00,5123.0
2016-03-17 16:00:00,5100.0
2016-03-17 17:00:00,5061.0
2016-03-17 18:00:00,5089.0
2016-03-17 19:00:00,5106.0
2016-03-17 20:00:00,5310.0
2016-03-17 21:00:00,5515.0
2016-03-17 22:00:00,5306.0
2016-03-17 23:00:00,5094.0
2016-03-17 00:00:00,4503.0
