Datetime,PJMW_MW
2003-11-12 01:00:00,4847.0
2003-11-12 02:00:00,4735.0
2003-11-12 03:00:00,4687.0
2003-11-12 04:00:00,4695.0
2003-11-12 05:00:00,4742.0
2003-11-12 06:00:00,5055.0
2003-11-12 07:00:00,5643.0
2003-11-12 08:00:00,5847.0
2003-11-12 09:00:00,5853.0
2003-11-12 10:00:00,5847.0
2003-11-12 11:00:00,5874.0
2003-11-12 12:00:00,5840.0
2003-11-12 13:00:00,5757.0
2003-11-12 14:00:00,5751.0
2003-11-12 15:00:00,5739.0
2003-11-12 16:00:00,5752.0
2003-11-12 17:00:00,5892.0
2003-11-12 18:00:00,6202.0
2003-11-12 19:00:00,6234.0
2003-11-12 20:00:00,6138.0
2003-11-12 21:00:00,6023.0
2003-11-12 22:00:00,5741.0
2003-11-12 23:00:00,5337.0
2003-11-12 00:00:00,5058.0
