Datetime,PJMW_MW
2010-04-29 01:00:00,4550.0
2010-04-29 02:00:00,4473.0
2010-04-29 03:00:00,4444.0
2010-04-29 04:00:00,4449.0
2010-04-29 05:00:00,4589.0
2010-04-29 06:00:00,4990.0
2010-04-29 07:00:00,5501.0
2010-04-29 08:00:00,5653.0
2010-04-29 09:00:00,5521.0
2010-04-29 10:00:00,5394.0
2010-04-29 11:00:00,5287.0
2010-04-29 12:00:00,5214.0
2010-04-29 13:00:00,5149.0
2010-04-29 14:00:00,5116.0
2010-04-29 15:00:00,5044.0
2010-04-29 16:00:00,4986.0
2010-04-29 17:00:00,5000.0
2010-04-29 18:00:00,5004.0
2010-04-29 19:00:00,4928.0
2010-04-29 20:00:00,5027.0
2010-04-29 21:00:00,5350.0
2010-04-29 22:00:00,5206.0
2010-04-29 23:00:00,4849.0
2010-04-29 00:00:00,4771.0
