Datetime,PJMW_MW
2014-10-26 01:00:00,4029.0
2014-10-26 02:00:00,3849.0
2014-10-26 03:00:00,3789.0
2014-10-26 04:00:00,3805.0
2014-10-26 05:00:00,3828.0
2014-10-26 06:00:00,3900.0
2014-10-26 07:00:00,4051.0
2014-10-26 08:00:00,4310.0
2014-10-26 09:00:00,4532.0
2014-10-26 10:00:00,4591.0
2014-10-26 11:00:00,4649.0
2014-10-26 12:00:00,4616.0
2014-10-26 13:00:00,4652.0
2014-10-26 14:00:00,4568.0
2014-10-26 15:00:00,4541.0
2014-10-26 16:00:00,4524.0
2014-10-26 17:00:00,4553.0
2014-10-26 18:00:00,4676.0
2014-10-26 19:00:00,4933.0
2014-10-26 20:00:00,5096.0
2014-10-26 21:00:00,5104.0
2014-10-26 22:00:00,4850.0
2014-10-26 23:00:00,4591.0
2014-10-26 00:00:00,4255.0
