Datetime,PJMW_MW
2009-10-24 01:00:00,3998.0
2009-10-24 02:00:00,3838.0
2009-10-24 03:00:00,3767.0
2009-10-24 04:00:00,3703.0
2009-10-24 05:00:00,3655.0
2009-10-24 06:00:00,3784.0
2009-10-24 07:00:00,3948.0
2009-10-24 08:00:00,4124.0
2009-10-24 09:00:00,4357.0
2009-10-24 10:00:00,4605.0
2009-10-24 11:00:00,4735.0
2009-10-24 12:00:00,4732.0
2009-10-24 13:00:00,4700.0
2009-10-24 14:00:00,4653.0
2009-10-24 15:00:00,4598.0
2009-10-24 16:00:00,4581.0
2009-10-24 17:00:00,4585.0
2009-10-24 18:00:00,4664.0
2009-10-24 19:00:00,4800.0
2009-10-24 20:00:00,4850.0
2009-10-24 21:00:00,4740.0
2009-10-24 22:00:00,4559.0
2009-10-24 23:00:00,4345.0
2009-10-24 00:00:00,4379.0
