Datetime,PJMW_MW
2013-12-12 01:00:00,6308.0
2013-12-12 02:00:00,6161.0
2013-12-12 03:00:00,6114.0
2013-12-12 04:00:00,6194.0
2013-12-12 05:00:00,6354.0
2013-12-12 06:00:00,6787.0
2013-12-12 07:00:00,7377.0
2013-12-12 08:00:00,7624.0
2013-12-12 09:00:00,7565.0
2013-12-12 10:00:00,7398.0
2013-12-12 11:00:00,7253.0
2013-12-12 12:00:00,7101.0
2013-12-12 13:00:00,6974.0
2013-12-12 14:00:00,6951.0
2013-12-12 15:00:00,6822.0
2013-12-12 16:00:00,6883.0
2013-12-12 17:00:00,7205.0
2013-12-12 18:00:00,7785.0
2013-12-12 19:00:00,7921.0
2013-12-12 20:00:00,7878.0
2013-12-12 21:00:00,7888.0
2013-12-12 22:00:00,7628.0
2013-12-12 23:00:00,7265.0
2013-12-12 00:00:00,6573.0
