Datetime,PJMW_MW
2012-10-09 01:00:00,4611.0
2012-10-09 02:00:00,4548.0
2012-10-09 03:00:00,4535.0
2012-10-09 04:00:00,4509.0
2012-10-09 05:00:00,4691.0
2012-10-09 06:00:00,4913.0
2012-10-09 07:00:00,5266.0
2012-10-09 08:00:00,5547.0
2012-10-09 09:00:00,5448.0
2012-10-09 10:00:00,5434.0
2012-10-09 11:00:00,5409.0
2012-10-09 12:00:00,5318.0
2012-10-09 13:00:00,5206.0
2012-10-09 14:00:00,5094.0
2012-10-09 15:00:00,5047.0
2012-10-09 16:00:00,5003.0
2012-10-09 17:00:00,5005.0
2012-10-09 18:00:00,5037.0
2012-10-09 19:00:00,5213.0
2012-10-09 20:00:00,5520.0
2012-10-09 21:00:00,5425.0
2012-10-09 22:00:00,5285.0
2012-10-09 23:00:00,4953.0
2012-10-09 00:00:00,5007.0
