Datetime,PJMW_MW
2011-08-19 01:00:00,5021.0
2011-08-19 02:00:00,4713.0
2011-08-19 03:00:00,4549.0
2011-08-19 04:00:00,4423.0
2011-08-19 05:00:00,4392.0
2011-08-19 06:00:00,4603.0
2011-08-19 07:00:00,4918.0
2011-08-19 08:00:00,5155.0
2011-08-19 09:00:00,5451.0
2011-08-19 10:00:00,5802.0
2011-08-19 11:00:00,6132.0
2011-08-19 12:00:00,6381.0
2011-08-19 13:00:00,6667.0
2011-08-19 14:00:00,6868.0
2011-08-19 15:00:00,7053.0
2011-08-19 16:00:00,7113.0
2011-08-19 17:00:00,7013.0
2011-08-19 18:00:00,6663.0
2011-08-19 19:00:00,6286.0
2011-08-19 20:00:00,6087.0
2011-08-19 21:00:00,6029.0
2011-08-19 22:00:00,5826.0
2011-08-19 23:00:00,5431.0
2011-08-19 00:00:00,5477.0
