Datetime,PJMW_MW
2012-01-21 01:00:00,5968.0
2012-01-21 02:00:00,5877.0
2012-01-21 03:00:00,5764.0
2012-01-21 04:00:00,5739.0
2012-01-21 05:00:00,5792.0
2012-01-21 06:00:00,5907.0
2012-01-21 07:00:00,5985.0
2012-01-21 08:00:00,6222.0
2012-01-21 09:00:00,6363.0
2012-01-21 10:00:00,6650.0
2012-01-21 11:00:00,6835.0
2012-01-21 12:00:00,6839.0
2012-01-21 13:00:00,6746.0
2012-01-21 14:00:00,6630.0
2012-01-21 15:00:00,6478.0
2012-01-21 16:00:00,6454.0
2012-01-21 17:00:00,6492.0
2012-01-21 18:00:00,6767.0
2012-01-21 19:00:00,6865.0
2012-01-21 20:00:00,6716.0
2012-01-21 21:00:00,6575.0
2012-01-21 22:00:00,6406.0
2012-01-21 23:00:00,6143.0
2012-01-21 00:00:00,6215.0
