Datetime,PJMW_MW
2008-01-29 01:00:00,5585.0
2008-01-29 02:00:00,5511.0
2008-01-29 03:00:00,5420.0
2008-01-29 04:00:00,5382.0
2008-01-29 05:00:00,5454.0
2008-01-29 06:00:00,5836.0
2008-01-29 07:00:00,6364.0
2008-01-29 08:00:00,6663.0
2008-01-29 09:00:00,6658.0
2008-01-29 10:00:00,6647.0
2008-01-29 11:00:00,6617.0
2008-01-29 12:00:00,6614.0
2008-01-29 13:00:00,6519.0
2008-01-29 14:00:00,6414.0
2008-01-29 15:00:00,6319.0
2008-01-29 16:00:00,6353.0
2008-01-29 17:00:00,6512.0
2008-01-29 18:00:00,6714.0
2008-01-29 19:00:00,6760.0
2008-01-29 20:00:00,6733.0
2008-01-29 21:00:00,6560.0
2008-01-29 22:00:00,6317.0
2008-01-29 23:00:00,5865.0
2008-01-29 00:00:00,5901.0
