Datetime,PJMW_MW
2004-02-06 01:00:00,6101.0
2004-02-06 02:00:00,5950.0
2004-02-06 03:00:00,5928.0
2004-02-06 04:00:00,5851.0
2004-02-06 05:00:00,5979.0
2004-02-06 06:00:00,6219.0
2004-02-06 07:00:00,6645.0
2004-02-06 08:00:00,6832.0
2004-02-06 09:00:00,6946.0
2004-02-06 10:00:00,7046.0
2004-02-06 11:00:00,7077.0
2004-02-06 12:00:00,7077.0
2004-02-06 13:00:00,6994.0
2004-02-06 14:00:00,6936.0
2004-02-06 15:00:00,6865.0
2004-02-06 16:00:00,6777.0
2004-02-06 17:00:00,6788.0
2004-02-06 18:00:00,6940.0
2004-02-06 19:00:00,7052.0
2004-02-06 20:00:00,6991.0
2004-02-06 21:00:00,6822.0
2004-02-06 22:00:00,6571.0
2004-02-06 23:00:00,6348.0
2004-02-06 00:00:00,6338.0
